Iter = 0, 瞷︽秆cost = 32290.53, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 32290.53, 办秆Θセ = 32290.53
Iter = 376, 瞷︽秆cost = 32727.38, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 377, 瞷︽秆cost = 32714.97, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 378, 瞷︽秆cost = 32712.19, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 379, 瞷︽秆cost = 32712.19, ó进计 = 3, 繦诀家览Ω计 = 3, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 380, 瞷︽秆cost = 32687.29, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 381, 瞷︽秆cost = 32687.29, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 382, 瞷︽秆cost = 32687.29, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 383, 瞷︽秆cost = 32687.29, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 384, 瞷︽秆cost = 32687.29, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 385, 瞷︽秆cost = 32687.29, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 386, 瞷︽秆cost = 32687.29, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 387, 瞷︽秆cost = 32687.29, ó进计 = 3, 繦诀家览Ω计 = 2, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 388, 瞷︽秆cost = 32687.29, ó进计 = 3, 繦诀家览Ω计 = 3, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 389, 瞷︽秆cost = 32687.29, ó进计 = 3, 繦诀家览Ω计 = 3, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 390, 瞷︽秆cost = 32659.76, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 391, 瞷︽秆cost = 32654.93, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 392, 瞷︽秆cost = 32689.18, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 393, 瞷︽秆cost = 32690.21, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 394, 瞷︽秆cost = 32692.95, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 395, 瞷︽秆cost = 32710.69, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 396, 瞷︽秆cost = 32728.00, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 397, 瞷︽秆cost = 32732.16, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 398, 瞷︽秆cost = 32674.12, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 399, 瞷︽秆cost = 32725.29, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 400, 瞷︽秆cost = 32753.98, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 401, 瞷︽秆cost = 32682.57, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 402, 瞷︽秆cost = 32806.83, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 403, 瞷︽秆cost = 32798.11, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 404, 瞷︽秆cost = 32850.76, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 405, 瞷︽秆cost = 32853.92, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 406, 瞷︽秆cost = 32853.92, ó进计 = 3, 繦诀家览Ω计 = 3, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 407, 瞷︽秆cost = 32853.92, ó进计 = 3, 繦诀家览Ω计 = 3, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 408, 瞷︽秆cost = 32853.92, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 409, 瞷︽秆cost = 32853.92, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 410, 瞷︽秆cost = 32853.92, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 411, 瞷︽秆cost = 32853.92, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 412, 瞷︽秆cost = 32853.92, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 413, 瞷︽秆cost = 32853.92, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 414, 瞷︽秆cost = 32853.92, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 415, 瞷︽秆cost = 32853.92, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 416, 瞷︽秆cost = 32842.32, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 417, 瞷︽秆cost = 32749.93, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 418, 瞷︽秆cost = 32705.03, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 419, 瞷︽秆cost = 32771.78, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 420, 瞷︽秆cost = 32764.49, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 421, 瞷︽秆cost = 32804.75, ó进计 = 3, 繦诀家览Ω计 = 2, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 422, 瞷︽秆cost = 32804.75, ó进计 = 3, 繦诀家览Ω计 = 3, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 423, 瞷︽秆cost = 32781.62, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 424, 瞷︽秆cost = 32798.63, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 425, 瞷︽秆cost = 32723.94, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 426, 瞷︽秆cost = 32653.94, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 427, 瞷︽秆cost = 32781.80, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 428, 瞷︽秆cost = 32711.31, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 429, 瞷︽秆cost = 32704.77, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 430, 瞷︽秆cost = 32696.69, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 431, 瞷︽秆cost = 32696.69, ó进计 = 3, 繦诀家览Ω计 = 3, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 432, 瞷︽秆cost = 32696.69, ó进计 = 3, 繦诀家览Ω计 = 3, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 433, 瞷︽秆cost = 32696.69, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 434, 瞷︽秆cost = 32696.69, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 435, 瞷︽秆cost = 32696.69, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 436, 瞷︽秆cost = 32696.69, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 437, 瞷︽秆cost = 32696.69, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 438, 瞷︽秆cost = 32696.69, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 439, 瞷︽秆cost = 32696.69, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 440, 瞷︽秆cost = 32696.69, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 441, 瞷︽秆cost = 32695.31, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 442, 瞷︽秆cost = 32695.31, ó进计 = 3, 繦诀家览Ω计 = 3, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 443, 瞷︽秆cost = 32627.39, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 444, 瞷︽秆cost = 32612.13, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 445, 瞷︽秆cost = 32611.80, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 446, 瞷︽秆cost = 32660.61, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 447, 瞷︽秆cost = 32660.61, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 448, 瞷︽秆cost = 32691.24, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 449, 瞷︽秆cost = 32683.72, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 450, 瞷︽秆cost = 32645.40, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 451, 瞷︽秆cost = 32605.25, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 452, 瞷︽秆cost = 32585.55, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 453, 瞷︽秆cost = 32599.75, ó进计 = 3, 繦诀家览Ω计 = 2, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 454, 瞷︽秆cost = 32596.39, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 455, 瞷︽秆cost = 32586.13, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 456, 瞷︽秆cost = 32629.13, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 457, 瞷︽秆cost = 32637.71, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 458, 瞷︽秆cost = 32660.39, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 459, 瞷︽秆cost = 32660.39, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 460, 瞷︽秆cost = 32660.39, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 461, 瞷︽秆cost = 32660.39, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 462, 瞷︽秆cost = 32660.39, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 463, 瞷︽秆cost = 32660.39, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 464, 瞷︽秆cost = 32660.39, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 465, 瞷︽秆cost = 32660.39, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 466, 瞷︽秆cost = 32660.39, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 467, 瞷︽秆cost = 32660.55, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 468, 瞷︽秆cost = 32653.69, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 469, 瞷︽秆cost = 32610.05, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 470, 瞷︽秆cost = 32636.65, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 471, 瞷︽秆cost = 32580.86, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 472, 瞷︽秆cost = 32585.78, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 473, 瞷︽秆cost = 32574.60, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 474, 瞷︽秆cost = 32574.60, ó进计 = 3, 繦诀家览Ω计 = 3, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 475, 瞷︽秆cost = 32567.13, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 476, 瞷︽秆cost = 32567.13, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 477, 瞷︽秆cost = 32567.13, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 478, 瞷︽秆cost = 32551.14, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 479, 瞷︽秆cost = 32551.31, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 480, 瞷︽秆cost = 32557.45, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 481, 瞷︽秆cost = 32545.34, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 482, 瞷︽秆cost = 32547.71, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 483, 瞷︽秆cost = 32543.12, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 484, 瞷︽秆cost = 32555.60, ó进计 = 3, 繦诀家览Ω计 = 2, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 485, 瞷︽秆cost = 32535.46, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 486, 瞷︽秆cost = 32535.46, ó进计 = 3, 繦诀家览Ω计 = 3, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 487, 瞷︽秆cost = 32535.46, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 488, 瞷︽秆cost = 32535.46, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 489, 瞷︽秆cost = 32535.46, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 490, 瞷︽秆cost = 32535.46, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 491, 瞷︽秆cost = 32594.56, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 492, 瞷︽秆cost = 32599.49, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 493, 瞷︽秆cost = 32584.81, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 494, 瞷︽秆cost = 32585.73, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 495, 瞷︽秆cost = 32598.99, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 496, 瞷︽秆cost = 32617.71, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 497, 瞷︽秆cost = 32602.84, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 498, 瞷︽秆cost = 32596.56, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 499, 瞷︽秆cost = 32604.56, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 500, 瞷︽秆cost = 32661.28, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 501, 瞷︽秆cost = 32656.39, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 502, 瞷︽秆cost = 32656.39, ó进计 = 3, 繦诀家览Ω计 = 3, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 503, 瞷︽秆cost = 32656.39, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 504, 瞷︽秆cost = 32656.39, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 505, 瞷︽秆cost = 32598.77, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 506, 瞷︽秆cost = 32616.31, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 507, 瞷︽秆cost = 32610.32, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 508, 瞷︽秆cost = 32699.81, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 509, 瞷︽秆cost = 32702.05, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 510, 瞷︽秆cost = 32701.83, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 511, 瞷︽秆cost = 32745.25, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 512, 瞷︽秆cost = 32745.25, ó进计 = 3, 繦诀家览Ω计 = 3, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 513, 瞷︽秆cost = 32745.25, ó进计 = 3, 繦诀家览Ω计 = 3, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 514, 瞷︽秆cost = 32745.25, ó进计 = 3, 繦诀家览Ω计 = 2, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 515, 瞷︽秆cost = 32802.05, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 516, 瞷︽秆cost = 32812.39, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 517, 瞷︽秆cost = 32812.39, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 518, 瞷︽秆cost = 32812.39, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 519, 瞷︽秆cost = 32828.08, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 520, 瞷︽秆cost = 32815.26, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 521, 瞷︽秆cost = 32766.08, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 522, 瞷︽秆cost = 32765.53, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 523, 瞷︽秆cost = 32756.75, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 524, 瞷︽秆cost = 32756.75, ó进计 = 3, 繦诀家览Ω计 = 3, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 525, 瞷︽秆cost = 32756.75, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 526, 瞷︽秆cost = 32756.75, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 527, 瞷︽秆cost = 32756.75, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 528, 瞷︽秆cost = 32756.75, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 529, 瞷︽秆cost = 32756.75, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 530, 瞷︽秆cost = 32756.75, ó进计 = 3, 繦诀家览Ω计 = 4, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 531, 瞷︽秆cost = 32757.24, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 532, 瞷︽秆cost = 32719.63, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 533, 瞷︽秆cost = 32640.90, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 534, 瞷︽秆cost = 32648.00, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 535, 瞷︽秆cost = 32680.75, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 536, 瞷︽秆cost = 32678.67, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 537, 瞷︽秆cost = 32711.41, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 538, 瞷︽秆cost = 32697.16, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 539, 瞷︽秆cost = 32702.90, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 540, 瞷︽秆cost = 32742.83, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 541, 瞷︽秆cost = 32741.63, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
Iter = 542, 瞷︽秆cost = 32741.63, ó进计 = 3, 繦诀家览Ω计 = 3, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 32290.53
