Iter = 0, 瞷︽秆cost = 102075.13, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 102075.13, 办秆Θセ = 102075.13
Iter = 167, 瞷︽秆cost = 102193.81, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 168, 瞷︽秆cost = 102187.13, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 169, 瞷︽秆cost = 102185.63, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 170, 瞷︽秆cost = 102181.99, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 171, 瞷︽秆cost = 102229.91, ó进计 = 10, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 172, 瞷︽秆cost = 102224.84, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 173, 瞷︽秆cost = 102214.00, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 174, 瞷︽秆cost = 102187.76, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 175, 瞷︽秆cost = 102208.74, ó进计 = 10, 繦诀家览Ω计 = 2, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 176, 瞷︽秆cost = 102207.24, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 177, 瞷︽秆cost = 102212.27, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 178, 瞷︽秆cost = 102202.15, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 179, 瞷︽秆cost = 102221.49, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 180, 瞷︽秆cost = 102226.79, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 181, 瞷︽秆cost = 102221.39, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 182, 瞷︽秆cost = 102203.76, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 183, 瞷︽秆cost = 102220.02, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 184, 瞷︽秆cost = 102230.04, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 185, 瞷︽秆cost = 102243.83, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 186, 瞷︽秆cost = 102217.86, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 187, 瞷︽秆cost = 102223.03, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 188, 瞷︽秆cost = 102207.35, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 189, 瞷︽秆cost = 102194.28, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 190, 瞷︽秆cost = 102208.46, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 191, 瞷︽秆cost = 102227.52, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 192, 瞷︽秆cost = 102228.65, ó进计 = 10, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 193, 瞷︽秆cost = 102226.81, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 194, 瞷︽秆cost = 102215.71, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 195, 瞷︽秆cost = 102206.92, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 196, 瞷︽秆cost = 102215.41, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 197, 瞷︽秆cost = 102218.98, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 198, 瞷︽秆cost = 102227.90, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 199, 瞷︽秆cost = 102209.51, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 200, 瞷︽秆cost = 102234.30, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 201, 瞷︽秆cost = 102237.12, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 202, 瞷︽秆cost = 102234.68, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 203, 瞷︽秆cost = 102212.92, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 204, 瞷︽秆cost = 102202.50, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 205, 瞷︽秆cost = 102191.51, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 206, 瞷︽秆cost = 102184.07, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 207, 瞷︽秆cost = 102173.43, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 208, 瞷︽秆cost = 102167.22, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 209, 瞷︽秆cost = 102205.11, ó进计 = 10, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 210, 瞷︽秆cost = 102202.38, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 211, 瞷︽秆cost = 102197.00, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 212, 瞷︽秆cost = 102170.38, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 213, 瞷︽秆cost = 102167.13, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 214, 瞷︽秆cost = 102164.24, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 215, 瞷︽秆cost = 102163.72, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 216, 瞷︽秆cost = 102182.17, ó进计 = 10, 繦诀家览Ω计 = 2, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 217, 瞷︽秆cost = 102235.38, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 218, 瞷︽秆cost = 102235.38, ó进计 = 10, 繦诀家览Ω计 = 3, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 219, 瞷︽秆cost = 102221.41, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 220, 瞷︽秆cost = 102208.20, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 221, 瞷︽秆cost = 102223.77, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 222, 瞷︽秆cost = 102236.02, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 223, 瞷︽秆cost = 102236.33, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 224, 瞷︽秆cost = 102230.33, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 225, 瞷︽秆cost = 102180.55, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 226, 瞷︽秆cost = 102221.45, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 227, 瞷︽秆cost = 102221.54, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 228, 瞷︽秆cost = 102220.14, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 229, 瞷︽秆cost = 102219.18, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 230, 瞷︽秆cost = 102217.95, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 231, 瞷︽秆cost = 102221.54, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 232, 瞷︽秆cost = 102221.56, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 233, 瞷︽秆cost = 102220.60, ó进计 = 10, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 234, 瞷︽秆cost = 102212.36, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 235, 瞷︽秆cost = 102235.63, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 236, 瞷︽秆cost = 102222.73, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 237, 瞷︽秆cost = 102209.68, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 238, 瞷︽秆cost = 102192.74, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 239, 瞷︽秆cost = 102196.62, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 240, 瞷︽秆cost = 102206.35, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 241, 瞷︽秆cost = 102190.31, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 242, 瞷︽秆cost = 102205.68, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 243, 瞷︽秆cost = 102195.74, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 244, 瞷︽秆cost = 102203.25, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 245, 瞷︽秆cost = 102195.53, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 246, 瞷︽秆cost = 102186.93, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 247, 瞷︽秆cost = 102178.73, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 248, 瞷︽秆cost = 102178.73, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 249, 瞷︽秆cost = 102207.99, ó进计 = 10, 繦诀家览Ω计 = 2, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 250, 瞷︽秆cost = 102223.98, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 251, 瞷︽秆cost = 102223.98, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 252, 瞷︽秆cost = 102201.04, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 253, 瞷︽秆cost = 102179.92, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 254, 瞷︽秆cost = 102213.29, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 255, 瞷︽秆cost = 102200.09, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 256, 瞷︽秆cost = 102185.90, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 257, 瞷︽秆cost = 102184.87, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 258, 瞷︽秆cost = 102217.43, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 259, 瞷︽秆cost = 102211.50, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 260, 瞷︽秆cost = 102218.71, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 261, 瞷︽秆cost = 102188.30, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 262, 瞷︽秆cost = 102198.04, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 263, 瞷︽秆cost = 102210.17, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 264, 瞷︽秆cost = 102223.60, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 265, 瞷︽秆cost = 102205.83, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 266, 瞷︽秆cost = 102219.64, ó进计 = 10, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 267, 瞷︽秆cost = 102209.13, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 268, 瞷︽秆cost = 102209.66, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 269, 瞷︽秆cost = 102236.24, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 270, 瞷︽秆cost = 102196.41, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 271, 瞷︽秆cost = 102177.17, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 272, 瞷︽秆cost = 102175.72, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 273, 瞷︽秆cost = 102168.48, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 274, 瞷︽秆cost = 102165.41, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 275, 瞷︽秆cost = 102157.71, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 276, 瞷︽秆cost = 102181.36, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 277, 瞷︽秆cost = 102166.18, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 278, 瞷︽秆cost = 102163.53, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 279, 瞷︽秆cost = 102140.64, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 280, 瞷︽秆cost = 102127.91, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 281, 瞷︽秆cost = 102118.87, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 282, 瞷︽秆cost = 102117.19, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 283, 瞷︽秆cost = 102162.83, ó进计 = 10, 繦诀家览Ω计 = 2, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 284, 瞷︽秆cost = 102182.44, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 285, 瞷︽秆cost = 102181.69, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 286, 瞷︽秆cost = 102173.10, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 287, 瞷︽秆cost = 102222.20, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 288, 瞷︽秆cost = 102216.47, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 289, 瞷︽秆cost = 102212.13, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 290, 瞷︽秆cost = 102215.44, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 291, 瞷︽秆cost = 102212.35, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 292, 瞷︽秆cost = 102196.94, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 293, 瞷︽秆cost = 102222.60, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 294, 瞷︽秆cost = 102227.83, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 295, 瞷︽秆cost = 102220.89, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 296, 瞷︽秆cost = 102227.18, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 297, 瞷︽秆cost = 102222.22, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 298, 瞷︽秆cost = 102220.99, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 299, 瞷︽秆cost = 102228.05, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 300, 瞷︽秆cost = 102229.95, ó进计 = 10, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
